Model,MSE,MSE,MAE,MAE,R2,R2
,mean,std,mean,std,mean,std
Lasso,3.2069208581576763e-24,1.490453986018958e-24,8.78481244672289e-13,2.078721305987888e-13,0.4476548231707359,0.06076548137197882
LinearRegression,3.2215017019325428e-24,1.457188318991501e-24,8.887860575720313e-13,2.0761637581237497e-13,0.4427749586333308,0.057030009625520545
RandomForest,1.326350784327258e-24,8.871840795383028e-25,4.16239457204166e-13,1.283035106626785e-13,0.7868593147078219,0.101329868009974
SVR_RBF,1.7319071033825858e-24,1.304153516260568e-24,4.412930186552626e-13,1.347279876378385e-13,0.73026942706003,0.15173253142070034
